Video ID;Video Title;Channel Title;Transcript;Duration;Words per Second;Number of Comments;Top10 Comments;Category;Views;Likes
9-8LUW5tqBg;b'Nutella Souffl\xc3\xa9 Recipe #shorts';b'Fitwaffle Kitchen';today we're going to be making a super easy nutella souffle with just two ingredients start by separating the eggs i use the bottle trick here but you can use your hands or the eggshells whisk the whites to stiff peaks this may take a while to make sure you use an electric whisk then add the nutella to the yolks and mix until combined fold in the egg whites a third at a time stirring them in gently then pour the mix evenly into two ramekins bake in the oven it should still be a little bit wobbly in the middle just with icing sugar and enjoy ;53.67999999999999;2.030551415797318;2176;"['When you realise it&#39;s just chocolate flavoured eggs 😁<br><br>Edit: guys take a joke fr 😭', 'Just tried this. I can confirm this is actually so easy and tastes amazing. Also gluten free for my friend who is intolerant.', 'Me watching in this on Ramadan and I have 5 hours left of fasting', 'I swear, everything she makes is either something that has to do with Nutella, Kinder, Biscoff and Oreos! - 😭💀<br>(No hate)❤️<br><br><br>Edit: Its been 7 months since I wrote this and can yall stop saying I forgot this and that - 🥱🙄 I just said a few random ones, not all of them.', 'If any Americans watching, 170g Nutella is about 3/4 cups', 'literally going to the kitchen to make it now<br><br>edit: it was delicious', 'i just made it for the second time but i doubled the recipe to feed the rest of my family! it’s delicious 10/10 💕', 'Mashaallah it looks super delicious', '“That’s actually 3 ingredients! You are lying to me!”<br>-that one annoying girl.', 'Ingredients:<br>2 large eggs <br>170g Nutella<br>Icing sugar for dusting<br><br>1) Preheat your oven to 190°C/ Gas Mark 5/ 170°C (fan).<br><br>2) Add the eggs to a bowl and separate the yolks from the whites.<br><br>3) Whisk the egg whites until fluffy.<br><br>4) Add the Nutella to the egg yolks and whisk until well combined.<br><br>5) Fold in the egg whites 1/3 at a time.<br><br>6) Pour the mixture evenly into 2 ramekins.<br><br>7) Bake for 17-18 minutes.<br><br>8) Dust with icing sugar (optional).<br><br>9) Enjoy!']";b'Entertainment';8603763;575450
WobUAaSEiB0;b'Chicken Wrap,Quick And Easy Recipe #Shorts #recipesoftheworld';b'Recipes of the world';[Music] do [Music] [Music] you ;65.63499999999999;0.09141464157842616;113;['When I see lemon being added to any food …. My mouth starts watering….is it only me ? 😅', 'Made this tonight. Quick, easy and delicious. We will make it again.', 'just tried this and it was amazing!', 'Wow I so amazed how you make a chicken wrap with tortilla looks yummy and delicious 👌', 'Delicious 😋🤤', 'Delicious 😍😍😍😍😍😍', 'Its  yummy and delicious I have tried ❤❤', 'Yummy thanks for the best chef in the world 😘❤️❤️🌹', 'Wow!that looks mouth watering must give this method a try Thank you so much sis.🤩❤👌👍', '🎉🎉 thank you soo much for this recipe 🎉🎉'];b'Howto & Style';819979;37557
hRZHgR8cU3k;b'My husband gave this recipe two thumbs up | FeelGoodFoodie';b'Feelgoodfoodie';this cajun chicken pasta is made in one pot start by seasoning the chicken with a cajun spice mix and cooking completely set it aside and cook onions and garlic then add uncooked penne pasta along with milk broth and more cajun spices stir occasionally and it's gonna go from this to this to this add the sliced chicken back on top and then you can top it off with some fresh tomatoes and chopped cilantro this pasta recipe was seriously so easy and so good ;56.63900000000001;1.5360440685746568;2625;"['I&#39;ve never added uncooked pasta to a dish without pre-boiling it.', 'You make cooking look so effortless and fun. I can&#39;t wait to give this recipe a try', 'As soon as I showed this video to my wife she immediately got up ran to the kitchen and started cooking it and oh my god it was amazing', 'I’ve started saying “so good” in my everyday vocabulary, it’s just so fun to say!', 'She is so cute 🥰 love her - and self control she has with a little bowl 👏👏', 'I respect One Pot/Pan recipes that don&#39;t just go full lazy mode and just throw everything in there at once. Making sure the meat is cooking right and the onions and garlic are sauteed makes a world of difference so glad that&#39;s in here.', 'We make something similar to this in Maryland. But replace the milk with heavy cream, swap the Cajun seasoning for Old Bay, and add shrimp and some broccoli along with the chicken.', 'Delicious I’m going to make it!!!!!!! Thank you for sharing 👍👍👍👍👍👍👍♥️♥️♥️♥️♥️♥️♥️', '&quot;stir oc-cajun-ally&quot;', 'Thanks for seasoning it, I’ve seen enough of the velvita cheese.']";b'People & Blogs';8283032;558281
d2jlcFvI04A;b'Quick and Easy French Toast Recipe! #Shorts';b'Wunderful Shorts';here's how you make classic french toast in a large bowl combine milk vanilla extract cinnamon nutmeg granulated white sugar and eggs whisk everything together until combined and pour the custard mixture into a cake pan soak your thick cut bread and let it sit for a minute on each side once the bread is fully soaked add some butter to a non-stick pan over medium heat and cook the bread for about 5 minutes on each side when the toast is golden brown serve it on a plate and top with butter maple syrup and some icing sugar ;61.20099999999999;1.6339602294080164;230;"['Milk, vanilla extract, cinnamon, nutmeg, sugar, eggs, butter, the measurements are up to you', 'I literally watched a 12 minute video on making these and only reason I did was because it was a youtuber I like and now the next video after I get a tiktok girl in 13 seconds💀💀💀💀I&#39;m piseed', 'I like the shorter videos, gonna make this toast 😊', 'These remind me of my childhood! Looks delicious I’m going to try this out', 'Dry your bread first either in oven low temp or  light toast. Then heat up milk in microwave to warm,  add egg yolks, cinnamon and vanilla extract.  Soak bread   each side and put in medium heated pan.  This will create the custard center French toast is supposed to have!', 'Looks amazing👏🏼', 'It&#39;s 1 am, I&#39;m trying it. Will update you guys', '5 minutes each side?! On medium that would be burnt.', 'I just made them, me and my family love them !😊', 'Looks delicious, have to try this! Thanks for sharing.']";b'Howto & Style';1049276;34006
2QTfnkkJzkk;b'a QUICK & EASY kimchi recipe ~ \xeb\xb0\xb0\xec\xb6\x94\xea\xb2\x89\xec\xa0\x88\xec\x9d\xb4 #shorts';b'jasmineandtea';you can make this kimchi in just about an hour this recipe is called baechu gachuri and since it doesn't require fermentation it's ready to eat right away you want to cut the cabbage into small bite-sized pieces so it can break down faster create a brine with water and cream sea salt eventually it'll be a lot softer and you want to push it down so that it's completely submerged in the brine now cover it and let it sit for about an hour and just make sure to mix halfway through now for the sauce you'll need gochugaru which are korean red pepper flakes then add fish sauce and plum extract for sweetness sesame seeds sugar finely minced garlic and mix when your cabbage is ready drain the water and then you want to give it a really good wash a few times to help get rid of all that saltiness then add your sauce and chop scallions and chives mix really well until combined at this point you want to taste it and see if it needs anything else i felt like it was too salty so i added some more plum extract and sugar to help balance it out so if you're short on time ;109.67999999999999;1.914660831509847;609;"['I love a quick recipe that doesn’t require fermentation!', 'For anyone else who’s confused on what scallions are, they’re just spring onion. :)', 'Have you ever craved something you never had in your whole life. Thats how i feel about this', 'Thank you for this recipe!! I&#39;ll try making this and cucumber kimchi soon 😍', 'Koreans Moms be like : <b>let&#39;s see if this can be better that what&#39;s is in my kimchi&#39;s fridge</b>', 'Great Kimchi recipe ❤️ also please make a ramen video !', 'THAT LOOKS SO GOOD!!!!! 😍', 'Ive always been to afraid to ferment my own kimchi so im really excited to try this recipe!', 'Kimchi aside, Oh my, how could we have the same plate with the same decor when we are thousands miles away.', 'I FINALLY FOUND YOU!!! I HAVE BEEN CRAVING KIMCHI FOR MONTHS AND NOW I HAVE A RECIPE!!! You are my hero!!!! Yaaaay!!!']";b'People & Blogs';3828194;237619
3JGOK5q5IMA;b'3-Ingredient Nutella Cookies! Recipe tutorial #Shorts';b'Fitwaffle Kitchen';i'm actually so shocked at how good these nutella cookies are you only need three ingredients and you can make them in the microwave just mix together nutella heat treated flour and milk to form a dough then roll it into a bowl and separate it into five equal cookies press your thumb into the middle then fill it with nutella microwave for 1 minute 20 they're so soft and chewy you have to try them if you love nutella ;38.881;2.08327975103521;1179;"['These are so so simple, Hope you like them! 💖💖💖', 'I haven&#39;t had Nutella in YEARS. And I&#39;ve been seeing so many recipes with it lately. Gonna finally go buy me some and make me some of these delicacies 😈', 'youtube keeps giving me chocolate recipes- tryna get me fat 💀💀<br><br><br><br>ngl tho these look so good', '3 ingredient Nutella cookies!<br>1)6tbsp of nutella<br>2)4 tbsp flour (heat treated)<br>3) 2 tbsp of milk<br>4)mix into a dough then separate into smaller balls and heat in microwave for 1min 20 secs 👌', 'For those who are wondering “can I do it in the oven??”<br><br>Yes u can! I have just made it in the oven for longer time though about 5 minutes and 30 seconds <br><br>Once you take it out let it cool down for a while about 15-20 minutes<br><br>I have not tasted it yet but it looks good 👍😊', 'Don&#39;t know why, but I find your accent and voice so soothing and relaxing!💆😍Love your recipes btw!😍❤', 'Just made them for the second time. They are AMAZING. So easy to make and literally melt in your mouth.', 'This one looks very delicious and easy to make', 'People with hazelnut allergies: *Cries in pain and anger *', 'Omg I can&#39;t believe it! IT IS SO GOOD TY!!!']";b'Entertainment';2458877;215040
nFaCVKiwYrA;b'The best breakfast in under 30 minutes!';b'Moribyan';growing up i always looked forward to the weekends for the one reason that they were the days my mom would make shikshuka my dad and i were always the first ones to wake up in the house so we'd get to enjoy shakshuka together and that's why it'll forever be my comfort dish cook down some tomato paste and then add garlic tomatoes and red bell pepper feel free to also add onion here and once they're softened we're gonna add water and all our spices after simmering add some cilantro and parsley and then we're gonna crack our eggs in cover and let it cook for a few minutes until they're set i like to finish it off with some dried mint and a little bit more cilantro or parsley and then of course you have to use bread as your utensil i hope you enjoy ;76.8;1.9401041666666667;1334;"['Finally a recipe that uses fresh tomatoes!!!<br><br>Edit: I meant shakshouka recipes, there is no need to comment rudely here', 'INGREDIENTS<br><br>2 to 3 tablespoons olive oil<br>2 tablespoons tomato paste<br>3 whole tomatoes diced<br>1 whole red bell pepper diced<br>2 teaspoons minced garlic<br>3/4 to 1 cup water<br>1/4 teaspoon turmeric<br>1 teaspoon paprika<br>1/2 teaspoon cumin<br>1/2 teaspoon ginger<br>1 teaspoon salt<br>1/2 teaspoon black pepper<br>dash of cayenne powder to taste<br>2 tablespoons cilantro<br>2 tablespoons parsley<br>5 to 6 large eggs<br>dried mint optional', 'As an Algerian we make this for lunch not for breakfast 😂 but we put onion like a lot of onions and sometimes with a bit potatoes and it&#39;s like traditional summer dish in Algeria ❤ <br>We call it &quot;chakchouka &quot;', 'I am Mexican and we call the Huevos Rancheros en Ahogada .. Love Them for breakfast also my favorite Saturday breakfast dish . Thanks for sharing😊🥰. Also reminds me of my Mom 🥰', 'I&#39;m tunisian and we eat shakshukah everyday during summer!! so easy spicy and tasty !! literally the best thing to eat after a swim in the beach heheheh love it', 'Every mother should make this for their children when they are growing up…. Breakfast, lunch, or dinner… such a comfort and a great memory.', 'your voice is so soft and that food looks so good i’m just smiling right now. i love life so much.', 'I swear eating shaksuka with challah is one of the most delicious breakfasts you can have.', 'I grew up with this, a little different called huevos rancheros, a mexican dish. It is SO good, the way you made it is making me hungry haha', 'Runny eggs and tomatoes, my favorite! Will try this when I gather the ingredients 😍']";b'Howto & Style';3485994;280380
whsPtX2O6cQ;b'Quick & Easy Dinner Recipe #SHORTS';b'Mr. Make It Happen';need something quick and easy for dinner tonight try this chicken tetrazzini casserole meet me in the kitchen let's make it happen alright first things first in a large Skillet meltdown three tablespoons of butter to that we're gonna add some white mushrooms if you don't like mushrooms you got to grow up now we're gonna add in some onions season that with my AP and some garlic pepper seasoning followed by one teaspoon of chicken base and 1 4 cup of all-purpose flour deglaze the skillet with some white wine make sure you taste as you go next we're going in with our chicken broth bring that up to a boil then we're going to add in the heavy cream and now that's basically the best cream of mushroom soup you've ever had in your life a little creme fresh because why the hell not plus some broccoli for health add in some leftover chicken and some parsley give that a mix season to taste now we're going to add some mozzarella and a little grated Parmesan cheese followed by some cooked spaghetti give that a mix to combine then we're going to add it to a casserole dish and top it with more cheese because we're here for a good time not a long time into the oven brace yourself for a trademark money shot say it with me guys looking good all the specific measurements and ingredients are in the caption now it's your turn to make it happen ;121.60000000000001;2.080592105263158;239;"['&quot;If you dont like mushrooms you need to grow up&quot; 🤣🔥👌', '“Broccoli for health”<br>“We here good time not a long time” <br>🧐😭😭', '“If you don’t like mushrooms you’ve gotta grow up” <br><br>My guy out here throwing the best shade 😂', '&quot;Taste as you go&quot;... 🥂 That&#39;s my kind of cooking!', '&quot;Here for a good time, not a long time &quot;<br>Best phrase ever. <br>That&#39;s why I subscribed. <br>And,  of course the great food.', 'All of your recipes are ADDICTING 😋', 'i took that mushroom comment very personal😂😂😂', 'One of my favorites! Looks amazing!', 'DELICIOUS!!!👨🏽\u200d🍳👨🏽\u200d🍳👨🏽\u200d🍳👏🏽👏🏽👏🏽', '&quot;If you don&#39;t like mushrooms you gotta grow up&quot;<br>People who are allergic to mushrooms: 💀']";b'Entertainment';176052;15982
XvSQvWD8MAw;"b""This is the easiest, fastest and cheapest recipe you'll love.""";b'SuperYummy';this is the easiest fastest and most budget-friendly recipe you'll ever try in a medium saucepan over medium heat add 33 ounces of hot water add one teaspoon of salt 1 teaspoon of oil 100 ounces of pasta and let it cook for 7 minutes then turn off the heat and drain the water now in a frying pan add four tablespoons of oil one tablespoon of butter two tablespoons of tomato extract and stir add one teaspoon of salt one teaspoon of black pepper one teaspoon of mild paprika one teaspoon of parsley and stir to blend now add four eggs and mix until the eggs are hardened to finish transfer the pasta into the pan and mix lightly and our pasta recipe is ready look how delicious it is now you just have to take a portion and enjoy bye [Music] ;115.59900000000002;1.2456855163106946;3205;"['This is an AI trying to understand human food', 'All I need to hear is “everyone’s so creative” 😂 IYKYK', 'That made my cooking look like I was a highly trained chef! 😅😅', 'They wouldn’t even serve that in jail', 'I’m currently trying to start my cooking journey at 22 and this is just making me want to open DoorDash', 'That looks like what you make coming home from a night out drunk at 3am.', 'when she said &quot;look how delicious it is&quot; tears welled up in my eyes', 'We gonna skip over the part where she said 100oz of pasta? That’s like 6lbs bro 😂', 'This recipe would warm an empty tummy and I appreciate that it’s meant to put food on the table for those of us who are on a strict budget. Perhaps this would be good meal when there is “ too much month and not enough paycheck? Keep prepping pasta everyone! It will get you through some tough times. 💗', 'You Lost me at the EGGS!😳']";b'People & Blogs';4059942;97337
WgiWxLR4Ndw;b'the easiest recipe ~ \xf0\x9f\xa7\x80  korean cheese potato pancakes #shorts';b'jasmineandtea';whether you're an avid cook or a beginner who's new in the kitchen you need to make this it only requires a few ingredients all of which a lot of you will already have in your kitchen start by boiling the potatoes and adding salt to the water which is really important because it adds so much extra flavor that you can't make up for later you know it's done when you can easily break it apart like this then i'm adding sugar and cornstarch this dish is not overly sweet it just has a hint of sweetness but if you don't think you'll like it then just add a bit less or leave it out all together when it looks like mashed potatoes roll it into a ball flatten it add some cheese i'm using a mix of provolone and mozzarella but whatever kinds you have is just fine cover the cheese and roll it into a ball again then flatten it and clean up the sides now shallow fry until they're golden brown on both sides you'll end up with these delicious gooey cheese potato pancakes and make sure to pair with your favorite sauce i really love making these because it's so easy and i always have leftover potatoes ;101.6;2.096456692913386;976;"['finally a recipe where “you should already have everything in your kitchen” is actually honest lol', 'I CANNOT stop rewatching all your shorts, they are so aesthetically pleasing and calming!', 'these look INCREDIBLE 🤤 🧀', 'I decided to make it as a study snack and it was so good! I used all purpose flour as a substitute and it was still delicious the sugar gave it a hint of sweetness and its best dipped in some spicy sauce for me 😋😋😋', 'I appreciate that you actually name the ingredients and explain what you&#39;re doing. So many &quot;&quot;cooking influencers&quot; only want to show off their skills, their kitchens, their lives, their looks, etc... rather than sharing the actual recipe of what they&#39;re cooking in the video', '&quot;make sure you use your favorite sauce!&quot;<br>me, from a very italian family, dipping them in marinara sauce: woah these are good', 'I made it tonight!! It was sooo yummy!!! Thank you!! The recipe works so well its super easy. Thank you for sharing this one', 'you know what I might a actually try this! this looks so good and I already have the ingredients 😊', 'You are creating GENIUS dishes! This one is as awesome as your last. Thanks for sharing!', 'i actually i have none of these ingredients in my kitchen']";b'People & Blogs';2400452;239884
qofuW8BKSRw;b'Easy Calzone Recipe #shorts';b'Al Dente Diva';calzones are so easy to make at home let me show you how i do it i'm not measuring here just putting a little ricotta cheese a little mozzarella cheese one egg and then season it i did oregano parsley garlic salt pepper and a little bit of basil now we add some parmesan cheese and pepperoni if you want if you don't want to no problem and mix it all together now roll out your dough shout out to mario's pizza in norway new jersey and put your filling on one side pull the dough over and then pinch the seam closed brush a little bit of olive oil on top then cut a few slits for ventilation bake it at 500 degrees until it's nice and cooked through like that and don't forget to serve it with marinara sauce ;73.99799999999999;1.9189707829941351;95;"['This is the way I toss things together that I make regularly. Can&#39;t wait to try it.  Just subscribed.', 'Yummy!  I love your simple, yet delicious recipes.', 'I love your accent!', 'I bet Ben Wyatt would love this', 'The true italian calzone Is Just a pizza, but is fold', 'Looks good my idea is spinach, kale, black olives, onion powder, garlic powder, white chesee calzone', 'My mouth is watering seeing this 😛👌😘i want to make this to and eat it myself', 'Looks delicious', 'Looks amazing', 'We prepare a bunch of these at a time then wrap them in parchment paper then put 4 into a ziplock freezer bag and freeze them. You can bake them at 400° from frozen for 30 minutes. You can oil the and sprinkle with some Parma. Yum!']";b'Howto & Style';177582;9616
_ljQXslix40;b'Authentic Homemade Mexican Pico de Gallo Easy Short Salsa Recipe #shorts';b'Love Kari Cooking';[Music] super fast and delicious pico de gallo i'll be using three roma tomatoes [Music] half of a red onion one chile serrano small bunch of cilantro the juice of two limes and last salt and there you have it delicious pico de gallo ;50.558;0.8900668539103603;199;['colorful <b>and</b> delicious 🤤', 'Shows how much a creator cares when they still respond to comments a year later. Respect', 'The color in this short is beautiful. Thanks for sharing. 💙💙', 'My mouth is watering. I want some!', 'I love how straight to the point this video is! I’ll definitely be making this recipe.', 'The only thing I would change is garlic salt instead of regular salt.  Sooo good!!!', 'Wow looks delicious 😋 Thank you! 👍', 'We have exactly something like this in Iran it’s called Shirazi salad the only difference is we add cucumbers too try it super delicious 👌', 'I use Roma and sweet tomatoes, jalapeño and serano, green and red onion, lime juice salt and pepper. Turns out amazing', 'Last afternoon i made it and eat it with rice, still delicious'];b'Howto & Style';236763;11597
FRfLNJZEcQs;b'The Best Quick & Easy Dinner Recipe #SHORTS';b'Mr. Make It Happen';if you're looking for something quick and easy for dinner tonight try this spicy Tuscan Chicken meet me in the kitchen let's make it happen alright first things first season your chicken breast with my hot AP and some Lemon Bay make sure you season both sides and then we're gonna add it to a skillet with some avocado oil cook it until it's golden brown and beautiful and 165 degrees internal temperature then remove the chicken add your mushrooms and shallots season that with lemon Bay and some chicken bouillon powder once the mushrooms cook down we're going in with some sun-dried tomatoes and a little oil from the jar followed by some garlic paste and then we're going to deglaze the skillet with some white wine because why the hell not We're Here for a Good Time not a long time I'll drink to that once you cook off the alcohol we're going in with one and a half cups of heavy cream followed by some freshly grated Parmesan cheese give that a mix to combine then we're going to add our spinach for health add the chicken back in to finish cooking hit that with a little red pepper flakes for some heat now it's time to Plate this up brace yourself for a trademark money shot say it with me guys looking good all the specific measurements and ingredients are in the caption now it's your turn to make it happen ;119.918;2.051401791224003;213;"['Omg I’ve gotta make / try that it looks amazing ❤', 'My family loves tuscan chicken, made some yesterday for dinner with angel hair pasta.', 'YUMMYLICIOUS 😋😋😋 YOU WILL NOT BE DISAPPOINTED', 'That looks good👍🏽, this guy is defo one of the better youtube chefs that I have seen.', 'I really enjoy watching you and your wife is a very lucky lady because you cook for her all the time have a good day', 'You are amazing! Love watching your cooking.', 'I’m so glad that you use avocado oil. I have seen so many cooks using olive oil and cooking at a high heat which changes it. Avocado or coconut oil for hot, olive oil for cold or low temperatures', 'This looks so good!! I am trying this. I have all the ingredients already. Thanks for your expertise chef 👨\u200d🍳', 'Ouuu I&#39;m making this', 'This is my new favorite cooking channel, direct and to the point.']";b'Entertainment';277927;22707
