Video ID;Video Title;Channel Title;Transcript;Duration;Words per Second;Number of Comments;Top10 Comments;Category;Views;Likes
6TYFH8UXGm4;b'CRAZIEST Sagawa1gou Funny TikTok Compilation | Try Not To Laugh Watching Cactus Dance Challenge 2023';b'Sagawa /\xe3\x81\x95\xe3\x81\x8c\xe3\x82\x8f';foreign [Music] foreign [Music] [Music] [Music] thank you [Music] [Music] thank you [Music] [Music] [Music] hahaha three three two one three four [Music] thank you [Music] [Music] [Laughter] [Music] foreign [Music] laughs [Music] thank you laughs [Music] [Music] [Music] [Music] thank you foreign [Applause] oh yeah [Music] wow [Music] um [Music] [Laughter] what's up [Music] [Music] dude thank you [Music] [Music] [Music] thank you [Music] no no no no [Music] foreign [Music] [Music] [Music] what's up [Music] [Music] thank you laughs [Music] okay [Music] okay thank you [Music] [Applause] ding dong don't do it down [Music] [Laughter] [Music] thank you [Music] foreign [Music] [Music] foreign [Music] [Music] foreign [Music] [Music] foreign foreign [Music] there's a heart in my brain s thank you [Music] no no okay [Music] [Music] thank you [Music] [Music] [Music] foreign [Music] come on thank you [Music] there's a phone keep my brain for you [Music] it's me in the place yet [Music] okay foreign what's your name Zara what's your name yeah but with an e my name is Adidas oh my God A B C D E F Guns foreign [Music] [Music] [Music] thank you foreign [Music] [Music] thank you [Music] um [Music] bro oh sorry foreign [Music] [Music] foreign [Music] laughs [Music] let's swimming oh this is next haha oh [Music] [Music] yeah I'm in the United States [Applause] oh dude you're welcome [Music] Mercedes Africa banana my name is Jessica open the door okay three two one all the way down and out okay three two one [Music] SpongeBob put me down okay calm down calm down breathe you need them please okay [Applause] come on baby [Applause] friends [Music] [Laughter] [Music] [Music] laughs I don't know downtown [Laughter] tomorrow okay [Applause] okay [Music] hello hello okay [Music] foreign [Music] [Applause] thank you okay one two three four Tech thank you [Music] I'm stronger I'm smarter I'm better I am better one day Tuesday Wednesday Thursday Friday [Music] Saturday Sunday foreign foreign [Music] [Music] bingo okay okay dragon [Music] honey [Music] coffee chocolate syrup chocolate powder [Applause] foreign strawberry [Music] honey bye City hot green let's try it let's try perfect [Music] foreign [Music] [Music] perfect wow don't don't oh my God [Music] [Applause] ice cream ice cream [Music] chocolate theater [Music] [Applause] bad bad [Music] [Music] come on [Applause] babies [Music] [Applause] foreign [Music] I Only Wanna Play three two one yay okay [Music] foreign thank you [Applause] they don't know laughs [Music] foreign [Applause] [Music] foreign [Music] thank you [Music] thank you [Music] [Music] I'm gonna show you what to do if someone grabs your water bottle now explain how I did that except one kisses me step two cool I'm fine I'm fine all right [Music] [Music] wanna see a magic trick good abracadabra thank you [Music] [Music] [Music] [Music] [Music] foreign oh [Music] wow [Music] foreign foreign thank you [Music] [Applause] [Music] [Music] [Music] [Music] I don't know thank you thank you three three two one three four [Music] foreign [Music] foreign [Music] ;1406.0329999999997;0.3591665344981235;804;"['This guy can&#39;t fail to make us laugh 😂 and he hurts himself for us to laugh when were having a hard time❤😊', '<a href=""https://www.youtube.com/watch?v=6TYFH8UXGm4&amp;t=15m25s"">15:25</a> this whole scene with you in a weird position every time it was switching back to you was hilarious 🤣', 'Sou muito  dia fã..meu filho te adora', 'Sagawa is so funny like i keep laughing and laughing untill i die HAHHAHAHAHAH', 'Adoro  seus vídeos.......BRASILLLLL', 'You are so funny I cannot stop laughing 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂.', 'I want that CACTUS.', 'When he laughs the end sounds like the start of another evil one', 'Solo por estos videos me tardo riendome como 1000000 horas', 'You  are soo funny😂😂😂']";b'Entertainment';8087085;96939
iye3itnH9cs;b'Watch this and try not to laugh \xf0\x9f\x98\x82 | part 1 #shorts #viral #fails #funny #humor #comedy';b'Fruity Vibes';[Laughter] nice uh nice view out there with [Applause] [Music] the ;20.358;0.5894488653109342;4279;"['&quot;Our videos are love notes from us to you, wrapped in the sweetest laughter. Subscribe and let the love and humor flow into your life like a gentle stream 💌❤️📺.&quot;', '4x4=8?????? 😂', 'The golf guy 😂😂', '&quot;Nice view&quot;.. 😂😂😂', '4x4 = 8….girl needs some quick math skills !', 'Who didn&#39;t pause🗿✅\r<br>Respect button \r<br>👇🏻', 'Disclaimer: 4x4 does NOT equal 8.', 'The girl had more time to do a TikTok than doing the math correctly💀💀', 'I come just because the thumbnail', 'I love the girl beating the bags onto the counter because she can&#39;t get them open lol happens to me all the time 😂']";b'People & Blogs';31973780;743037
n_6YPvWcFLA;b'Funny baby reaction on the beach || #shorts';b'Fun Decade';[Music] all right careful [Music] ;25.73;0.23319082782743877;4145;"['onça com a tarde de mim não TJRJ nada de mais pra mim é o melhor do que 😂😂😂😂😂😂😂😂😂😂😂😂', 'I hope the last baby was ok', '😂😂😂 😂😂😂 у разі коли запит на', 'Why would you ever let your own baby eat sand for clout', 'What the heck save your baby for just you&#39;re the sun', 'My dog is the birthday of God and his son is the same my', 'Very funny 😂🤣 cute baby I like cute baby 💓💓❤❤😢❤❤I', 'Cute but I know the last place where the baby was of the video Holiday Inn', 'Little Baby is so cute 🥰🥰🤗', 'Em be ma đi đăm biên ư😅😅😅😅 co biêt bơi      đâu']";b'Comedy';223683308;3022620
7bnKr6XfcWc;b'Funny Moment #shorts #funny';b'BoomBibo';oh my God oh yeah foreign ;9.357;0.7481030244736562;11446;['If you think kids are immature, remember this grown man', 'People who think this is very disrespectful to women😕<br>👇', 'Paying for therapy 500 seats left<br>👇', 'а еще говорят, мы испорченное поколение ☠️☠️☠️', 'Respect your mom, wife, daughter, grand mother', 'She knows EXACTLY what she’s doing <br>I’ll give everybody’s therapy who needs it❤', 'That report button lookin real shiny right now and I mean it', 'Phone: throw away <br>Therapist:greeted<br>Holy water: needed', 'Me and my little sister were just watching YouTube wen this popped up 💀', 'Welcome back to another episode of “wtf did I just watch”💀💀'];b'Comedy';222227209;3074313
qXxC0R9CQkI;b'the gay test #shorts #comedy #funny';b'al jokes';Before I Let You in I need to make sure you're not gay okay so I'm going to ask you a couple questions to test you shoot what's a slit It's a drip it's when you fall a characterization of cancers life-threatening what does slay means kill something like a dragon what magazine did I just show you what magazine okay good last question [Music] what color is this what color is this it's Rose nope it's pink I'm gonna suck that event ;76.59700000000001;1.0966486938130735;17476;"['“It’s black.”<br>“What?”<br>“Your phone screen turned off.”', '“What color is this?”<br>My half asleep brain: “It’s T-mobile.”', 'I&#39;m legit a gay ARTIST and my ass was thinking the punchline would be calling it &quot;magenta&quot;', '&quot;it&#39;s orange.&quot;<br>&quot;What?&quot;<br>&quot;I&#39;m colorblind.&quot;', '“What is a slip?”<br>Me: “it’s a piece of paper”', 'My brain said magenta before i could say pink 😂', '&quot;What magazine?&quot; For real the magazine question got me too.', 'My dead ass: it’s red! 😂', '“It’s maroon”<br>“Huh?”<br>“THERE’S TOO MANY COLORS”', '“It’s Rose”<br>“You’re gay”<br>“No I’m an artist, but you’re also not wrong.”']";b'Comedy';28425874;1735751
aEBxl6x5Ym8;b'funny vadieo subscribe for more vadieos #shorts';b'comedy world3';thank you [Applause] [Music] ;9.238;0.5412426932236415;14363;"['Thank you for the continuous Love! keep supporting ❤️', '<a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>She knows EXACTLY what she’s doing \r<br>This girl needs an Oscar<a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>', 'If you laugh at these, trust me you are sick', '😂😂 i wish i was there 😂 watching live', 'I can&#39;t control my laugh 😂😂😂😂😂', 'Videos ya vadios 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂', 'Brother you write up down here (vadieo) it is not vadieo it is video 😂😂😂😂😂😂😂😂😂😂', 'Please 🙏 next episode 😂😂😂😂😂😂', '😂😂😂😂😂😂😂😂😂😂😂😂😂😂thxkv taha', 'У НИХ И ЮМОР НЕНОРМАЛЬНЫЙ КАК И САМИ']";b'People & Blogs';458260678;7940832
qgn2tyj3KFQ;"b""Secret of a man that women don't know\xf0\x9f\x98\xb1\xf0\x9f\xa4\xa3 #shorts #funny #viral""";b'CuRe \xea\xb5\xac\xeb\x9e\x98';things have been ;3.3;1.2121212121212122;5632;['Bro took it personally 💀', 'This is literally my mom and dad😭😂men are just really sensitive sometimes😅', 'He takes every beat to the next level😂😂', 'I know why😂😂😂 he gets a wooping from his parents that reminds him of them😂😂😂', 'Lol the way he has so many tissues and goes under the blanket like EMOTIONAL DAMAGE 😂', 'That cat needs an Oscar.', 'Bro he feels abused 😂😂😂🤣🤣🤣', 'His reaction...so cute😂❤', 'Bro took it personally 😂 🤣', 'She triggered the childhood trauma 😂.'];b'Comedy';44937472;1371146
7dUY12c4Xwo;b'Spider-Man funny video \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 | SPIDER-MAN Best TikTok May 2023 Part35 #shorts #sigma';b'Spider VAMBI';[Music] hello [Music] [Applause] [Music] talk about it ;41.36;0.21760154738878143;6828;['ちゃんとこぼれることを想定してsから始めてるの好きw', 'For the people with brains, like this comment', 'Anyone notice that he is putting coca cola in pepsi cup 😂😂', '日本列島の距離を測るように命じられた高田健志は、ものの数分で計測し終えた。<br><br>その後、日本列島を計り終えた彼はノートに「人指し指2本分」と記した。', 'That slap in the beginning though 😂', 'People in 1930: probably humans in 2023 will fly to other planets <br>People in 2023:', '💀Ohio be like:', 'Cringe button 💀<br>👇', 'Pikachu and Spiderman is so much talented 😂<br>Butt the uncle is <i>____</i><br><br>Plz complete 10 k likes and 30 subscribers ❤❤', 'The two big cups were little bit filled ☠️'];b'Comedy';233696260;4384982
3gQDqIBS_LY;b'Funny baby \xf0\x9f\xa7\xa6\xf0\x9f\xa4\xa2\xf0\x9f\x98\x82 LeoNata family #shorts';b'LeoNata Family';foreign [Music] ;28.309;0.1059733653608393;0;[];b'People & Blogs';145756162;2107095
NNWMH-vRgOw;b'The end \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 very funny \xf0\x9f\xa4\xa3 || fails funny || #funny #failsarmy #shorts #viral';b'MI.Success';thank you [Music] yes yes there's nothing out here it's just all in here oh my God oh my God but I'm saying those are the outlets but then you have a lot of people that are nervous [Music] ;42.299;0.9456488333057519;741;"['Don&#39;t expose your children like that. Maan, this is very serious', 'Massive thumbs down, the one with the child is not appropriate and should be taken down', 'One of these is inappropriate', 'Yooo beat a Cocoodrile  with a pan makes me crazy 😂🤣😂🤣🤣', 'One of these is different from the other', 'gym boy had heart attack😢😢', 'She was saved by the cork not hitting her eye.', 'the crocodile understood that because it is aggressive it can end up in the Frying Pan 😅', 'It was the same person laughing every time', 'Best funny videos 😂']";b'Entertainment';12501221;451213
